Meter S/N:, ERR-100
Sensor, THERMO,SINGLE, JMAXX
Date, 11/25/2013 7:45:57 PM
Timestamp, Measurement, PulsePeriod(uSec) 
0.000051, 1.077439, 120
0.000102, 1.085794, 160
0.000154, 1.103523, 220
0.000205, 1.121233, 260
0.000256, 1.139759, 320
0.000307, 1.158105, 370
0.000358, 1.172605, 420
0.000410, 1.180708, 470
0.000461, 1.18581, 520
0.000512, 1.188727, 570
0.000563, 1.184122, 620
0.000614, 1.174452, 670
0.000666, 1.160179, 730
0.000717, 1.14158, 770
0.000768, 1.119658, 840
0.000819, 1.101611, 880
0.000870, 1.089157, 930
0.000922, 1.082185, 980
0.000973, 1.078514, 1030
0.001024, 1.079575, 1090
0.001075, 1.085042, 1130
0.001126, 1.094132, 1180
0.001178, 1.110908, 1240
0.001229, 1.126809, 1280
0.001280, 1.146654, 1350
0.001331, 1.165366, 1380
0.001382, 1.180076, 1440
0.001434, 1.187351, 1490
0.001485, 1.187038, 1540
0.001536, 1.183922, 1610
0.001587, 1.177329, 1650
0.001638, 1.166196, 1700
0.001690, 1.151328, 1750
0.001741, 1.135308, 1800
0.001792, 1.117079, 1860
0.001843, 1.097605, 1900
0.001894, 1.081078, 1950
0.001946, 1.074498, 2000
0.001997, 1.075019, 2050
0.002048, 1.081724, 2120
0.002099, 1.088392, 2160
0.002150, 1.10463, 2220
0.002202, 1.118707, 2260
0.002253, 1.133421, 2310
0.002304, 1.150492, 2360
0.002355, 1.167054, 2420
0.002406, 1.180369, 2460
0.002458, 1.187101, 2520
0.002509, 1.189355, 2570
0.002560, 1.180665, 2620
0.002611, 1.166695, 2660
0.002662, 1.154327, 2730
0.002714, 1.140086, 2770
0.002765, 1.123524, 2840
0.002816, 1.106693, 2880
0.002867, 1.093499, 2930
0.002918, 1.080537, 2970
0.002970, 1.073037, 3030
0.003021, 1.074795, 3090
0.003072, 1.082733, 3210
0.003123, 1.096141, 3250
0.003174, 1.116098, 3280
0.003226, 1.130659, 3340
0.003277, 1.146615, 3380
0.003328, 1.161376, 3420
0.003379, 1.175731, 3460
0.003430, 1.187493, 3500
0.003482, 1.193293, 3530
0.003533, 1.192917, 3600
0.003584, 1.186158, 3640
0.003635, 1.172538, 3690
0.003686, 1.153381, 3740
0.003738, 1.134216, 3790
0.003789, 1.11681, 3860
0.003840, 1.100569, 3890
0.003891, 1.088576, 3950
0.003942, 1.080491, 4000
0.003994, 1.075413, 4050
0.004045, 1.074823, 4120
0.004096, 1.084429, 4160
0.004147, 1.100918, 4210
0.004198, 1.11823, 4250
0.004250, 1.139186, 4300
0.004301, 1.157047, 4360
0.004352, 1.170804, 4420
0.004403, 1.179784, 4460
0.004454, 1.184931, 4510
0.004506, 1.187176, 4560
0.004557, 1.184032, 4620
0.004608, 1.175089, 4660
0.004659, 1.162184, 4730
0.004710, 1.143612, 4770
0.004762, 1.12234, 4840
0.004813, 1.10307, 4870
0.004864, 1.088882, 4920
0.004915, 1.08262, 4970
0.004966, 1.079256, 5030
0.005018, 1.080315, 5090
0.005069, 1.083915, 5130
0.005120, 1.091561, 5180
0.005171, 1.108147, 5230
0.005222, 1.124814, 5280
0.005274, 1.144656, 5350
0.005325, 1.162336, 5390
0.005376, 1.17817, 5430
0.005427, 1.185794, 5480
0.005478, 1.187183, 5530
0.005530, 1.184483, 5600
0.005581, 1.179788, 5630
0.005632, 1.169037, 5690
0.005683, 1.15488, 5740
0.005734, 1.137051, 5790
0.005786, 1.117668, 5860
0.005837, 1.098209, 5890
0.005888, 1.082981, 5940
0.005939, 1.076331, 5990
0.005990, 1.075175, 6050
0.006042, 1.078957, 6120
0.006093, 1.089846, 6150
0.006144, 1.103748, 6200
0.006195, 1.115138, 6250
0.006246, 1.131873, 6300
0.006298, 1.151886, 6360
0.006349, 1.168755, 6400
0.006400, 1.182292, 6460
0.006451, 1.189459, 6510
0.006502, 1.190464, 6560
0.006554, 1.182956, 6620
0.006605, 1.171954, 6660
0.006656, 1.159673, 6720
0.006707, 1.144592, 6760
0.006758, 1.127649, 6840
0.006810, 1.110991, 6870
0.006861, 1.095103, 6920
0.006912, 1.080596, 6970
0.006963, 1.070365, 7020
0.007014, 1.072959, 7070
0.007066, 1.08002, 7120
0.007117, 1.092715, 7170
0.007168, 1.110866, 7230
0.007219, 1.126542, 7270
0.007270, 1.140437, 7350
0.007322, 1.154918, 7380
0.007373, 1.17234, 7440
0.007424, 1.185741, 7480
0.007475, 1.194014, 7530
0.007526, 1.190736, 7590
0.007578, 1.183739, 7630
0.007629, 1.16743, 7680
0.007680, 1.147404, 7730
0.007731, 1.130004, 7790
0.007782, 1.115371, 7850
0.007834, 1.100094, 7890
0.007885, 1.090051, 7940
0.007936, 1.081462, 7990
0.007987, 1.075986, 8040
0.008038, 1.075433, 8110
0.008090, 1.08482, 8150
0.008141, 1.100186, 8200
0.008192, 1.115742, 8250
0.008243, 1.135293, 8300
0.008294, 1.152888, 8360
0.008346, 1.165671, 8400
0.008397, 1.177474, 8460
0.008448, 1.184997, 8510
0.008499, 1.187903, 8550
0.008550, 1.187145, 8620
0.008602, 1.178003, 8660
0.008653, 1.163203, 8720
0.008704, 1.143154, 8760
0.008755, 1.122138, 8820
0.008806, 1.106186, 8870
0.008858, 1.093086, 8920
0.008909, 1.083028, 8970
0.008960, 1.0789, 9020
0.009011, 1.077436, 9070
0.009062, 1.078712, 9120
0.009114, 1.088191, 9170
0.009165, 1.106922, 9230
0.009216, 1.124513, 9270
0.009267, 1.144188, 9340
0.009318, 1.161402, 9380
0.009370, 1.175822, 9430
0.009421, 1.182616, 9480
0.009472, 1.184583, 9530
0.009523, 1.185099, 9590
0.009574, 1.180125, 9630
0.009626, 1.16994, 9680
0.009677, 1.155665, 9730
0.009728, 1.138437, 9790
0.009779, 1.116058, 9850
0.009830, 1.097999, 9880
0.009882, 1.086417, 9940
0.009933, 1.080156, 9990
0.009984, 1.078274, 10040
0.010035, 1.080635, 10100
0.010086, 1.089155, 10140
0.010138, 1.098346, 10190
0.010189, 1.111332, 10240
0.010240, 1.130615, 10300
0.010291, 1.154083, 10360
0.010342, 1.169351, 10400
0.010394, 1.182546, 10450
0.010445, 1.191918, 10500
0.010496, 1.189554, 10550
0.010547, 1.1835, 10630
0.010598, 1.176404, 10660
0.010650, 1.164447, 10720
0.010701, 1.149574, 10760
0.010752, 1.133362, 10810
0.010803, 1.116048, 10860
0.010854, 1.098025, 10920
0.010906, 1.082824, 10970
0.010957, 1.077988, 11020
0.011008, 1.077887, 11060
0.011059, 1.083589, 11120
0.011110, 1.095908, 11170
0.011162, 1.111948, 11230
0.011213, 1.125464, 11270
0.011264, 1.138248, 11340
0.011315, 1.155989, 11380
0.011366, 1.173689, 11430
0.011418, 1.185094, 11480
0.011469, 1.191064, 11530
0.011520, 1.19048, 11590
0.011571, 1.181705, 11630
0.011622, 1.167095, 11680
0.011674, 1.15116, 11730
0.011725, 1.135946, 11780
0.011776, 1.119116, 11850
0.011827, 1.101528, 11890
0.011878, 1.088248, 11930
0.011930, 1.076797, 11990
0.011981, 1.067585, 12040
0.012032, 1.069772, 12100
0.012083, 1.079595, 12140
0.012134, 1.09682, 12190
0.012186, 1.117671, 12240
0.012237, 1.133142, 12290
0.012288, 1.15059, 12360
0.012339, 1.163334, 12390
0.012390, 1.176695, 12450
0.012442, 1.186921, 12500
0.012493, 1.191897, 12550
0.012544, 1.188391, 12620
0.012595, 1.180482, 12660
0.012646, 1.165021, 12710
0.012698, 1.143931, 12750
0.012749, 1.124982, 12810
0.012800, 1.107878, 12870
0.012851, 1.096089, 12910
0.012902, 1.084372, 12960
0.012954, 1.078734, 13020
0.013005, 1.07684, 13060
0.013056, 1.076743, 13120
0.013107, 1.086307, 13160
0.013158, 1.106378, 13290
0.013210, 1.123087, 13350
0.013261, 1.141802, 13390
0.013312, 1.158636, 13430
0.013363, 1.171284, 13470
0.013414, 1.178734, 13510
0.013466, 1.184968, 13550
0.013517, 1.18602, 13600
0.013568, 1.181611, 13640
0.013619, 1.172325, 13680
0.013670, 1.157875, 13730
0.013722, 1.139341, 13780
0.013773, 1.118081, 13850
0.013824, 1.100001, 13890
0.013875, 1.087839, 13930
0.013926, 1.078788, 13980
0.013978, 1.076236, 14030
0.014029, 1.077742, 14100
0.014080, 1.084759, 14130
0.014131, 1.093678, 14180
0.014182, 1.108356, 14240
0.014234, 1.128135, 14290
0.014285, 1.148232, 14350
0.014336, 1.166284, 14390
0.014387, 1.179918, 14440
0.014438, 1.185523, 14500
0.014490, 1.186211, 14550
0.014541, 1.180727, 14620
0.014592, 1.17509, 14650
0.014643, 1.163033, 14700
0.014694, 1.148032, 14750
0.014746, 1.13197, 14800
0.014797, 1.112783, 14860
0.014848, 1.093095, 14900
0.014899, 1.079169, 14960
0.014950, 1.073436, 15010
0.015002, 1.073399, 15060
0.015053, 1.079232, 15120
0.015104, 1.090203, 15160
0.015155, 1.105481, 15220
0.015206, 1.119604, 15260
0.015258, 1.134891, 15320
0.015309, 1.155522, 15370
0.015360, 1.171772, 15420
0.015411, 1.184768, 15470
0.015462, 1.191346, 15530
0.015514, 1.191828, 15570
0.015565, 1.182671, 15630
0.015616, 1.170843, 15670
0.015667, 1.156235, 15730
0.015718, 1.139284, 15770
0.015770, 1.116807, 15840
0.015821, 1.105029, 15880
0.015872, 1.090702, 15930
0.015923, 1.07922, 15980
0.015974, 1.073102, 16030
0.016026, 1.076798, 16090
0.016077, 1.085981, 16140
0.016128, 1.09788, 16190
0.016179, 1.113681, 16230
0.016230, 1.130588, 16290
0.016282, 1.145282, 16350
0.016333, 1.158372, 16390
0.016384, 1.174174, 16440
0.016435, 1.185583, 16490
0.016486, 1.190752, 16540
0.016538, 1.189499, 16610
0.016589, 1.181194, 16650
0.016640, 1.165653, 16690
0.016691, 1.145678, 16750
0.016742, 1.128245, 16800
0.016794, 1.112675, 16860
0.016845, 1.09866, 16900
0.016896, 1.086919, 16950
0.016947, 1.079716, 17010
0.016998, 1.074328, 17060
0.017050, 1.076229, 17120
0.017101, 1.086869, 17160
0.017152, 1.104659, 17220
0.017203, 1.12262, 17260
0.017254, 1.140212, 17320
0.017306, 1.157902, 17370
0.017357, 1.16998, 17420
0.017408, 1.179029, 17470
0.017459, 1.186083, 17520
0.017510, 1.188598, 17570
0.017562, 1.184299, 17620
0.017613, 1.176089, 17670
0.017664, 1.160223, 17730
0.017715, 1.140029, 17770
0.017766, 1.119933, 17850
0.017818, 1.103097, 17880
0.017869, 1.090374, 17930
0.017920, 1.082132, 17980
0.017971, 1.077923, 18030
0.018022, 1.078881, 18090
0.018074, 1.083655, 18130
0.018125, 1.091107, 18180
0.018176, 1.107468, 18230
0.018227, 1.127349, 18280
0.018278, 1.146924, 18350
0.018330, 1.165502, 18390
0.018381, 1.179523, 18440
0.018432, 1.186875, 18490
0.018483, 1.18812, 18540
0.018534, 1.183492, 18600
0.018586, 1.176988, 18650
0.018637, 1.16568, 18690
0.018688, 1.152107, 18740
0.018739, 1.133345, 18800
0.018790, 1.113452, 18860
0.018842, 1.094969, 18900
0.018893, 1.08154, 18950
0.018944, 1.073647, 19000
0.018995, 1.07518, 19050
0.019046, 1.078785, 19120
0.019098, 1.087771, 19160
0.019149, 1.100775, 19210
0.019200, 1.116213, 19260
0.019251, 1.129361, 19310
0.019302, 1.151262, 19360
0.019354, 1.167997, 19410
0.019405, 1.181881, 19460
0.019456, 1.190222, 19520
0.019507, 1.188923, 19560
0.019558, 1.181649, 19620
0.019610, 1.170085, 19660
0.019661, 1.158171, 19730
0.019712, 1.143105, 19770
0.019763, 1.126008, 19840
0.019814, 1.110125, 19870
0.019866, 1.0952, 19930
0.019917, 1.081145, 19970
0.019968, 1.07393, 20030
0.020019, 1.075487, 20090
0.020070, 1.086101, 20130
0.020122, 1.098044, 20180
0.020173, 1.115856, 20230
0.020224, 1.133317, 20280
0.020275, 1.150252, 20350
0.020326, 1.162915, 20390
0.020378, 1.179771, 20440
0.020429, 1.188451, 20490
0.020480, 1.190918, 20530
0.020531, 1.189393, 20600
0.020582, 1.183532, 20640
0.020634, 1.166975, 20690
0.020685, 1.14778, 20740
0.020736, 1.131631, 20790
0.020787, 1.115062, 20860
0.020838, 1.099916, 20890
0.020890, 1.089199, 20950
0.020941, 1.08101, 20990
0.020992, 1.07547, 21050
0.021043, 1.075275, 21120
0.021094, 1.084854, 21150
0.021146, 1.101963, 21210
0.021197, 1.120428, 21250
0.021248, 1.136909, 21300
0.021299, 1.156636, 21360
0.021350, 1.169151, 21410
0.021402, 1.178611, 21460
0.021453, 1.18721, 21520
0.021504, 1.186268, 21560
0.021555, 1.183456, 21620
0.021606, 1.177083, 21660
0.021658, 1.163935, 21720
0.021709, 1.144576, 21760
0.021760, 1.122534, 21840
0.021811, 1.105058, 21870
0.021862, 1.09222, 21930
0.021914, 1.081692, 21970
0.021965, 1.078369, 22030
0.022016, 1.079495, 22070
0.022067, 1.082515, 22130
0.022118, 1.090186, 22170
0.022170, 1.107074, 22230
0.022221, 1.126602, 22280
0.022272, 1.145558, 22350
0.022323, 1.164387, 22380
0.022374, 1.178536, 22430
0.022426, 1.185842, 22480
0.022477, 1.18715, 22530
0.022528, 1.184312, 22600
0.022579, 1.179638, 22630
0.022630, 1.16829, 22690
0.022682, 1.153784, 22730
0.022733, 1.138009, 22790
0.022784, 1.118037, 22850
0.022835, 1.099066, 22890
0.022886, 1.084154, 22940
0.022938, 1.0775, 22990
0.022989, 1.076271, 23040
0.023040, 1.081255, 23120
0.023091, 1.089902, 23150
0.023142, 1.103319, 23200
0.023194, 1.118108, 23250
0.023245, 1.132609, 23300
0.023296, 1.153192, 23430
0.023347, 1.170513, 23470
0.023398, 1.184541, 23510
0.023450, 1.191588, 23550
0.023501, 1.192718, 23600
0.023552, 1.183568, 23650
0.023603, 1.171629, 23680
0.023654, 1.159068, 23730
0.023706, 1.144874, 23760
0.023757, 1.127494, 23820
0.023808, 1.111407, 23880
0.023859, 1.095471, 23920
0.023910, 1.081533, 23970
0.023962, 1.071253, 24020
0.024013, 1.076673, 24070
0.024064, 1.083921, 24130
0.024115, 1.099069, 24170
0.024166, 1.110925, 24230
0.024218, 1.128578, 24270
0.024269, 1.144032, 24340
0.024320, 1.15665, 24380
0.024371, 1.170903, 24430
0.024422, 1.182867, 24480
0.024474, 1.19, 24530
0.024525, 1.191992, 24590
0.024576, 1.185507, 24630
0.024627, 1.171329, 24680
0.024678, 1.152384, 24730
0.024730, 1.135478, 24790
0.024781, 1.119068, 24850
0.024832, 1.103585, 24880
0.024883, 1.089536, 24940
0.024934, 1.082226, 24990
0.024986, 1.076571, 25040
0.025037, 1.075112, 25110
0.025088, 1.085239, 25150
0.025139, 1.099028, 25200
0.025190, 1.120092, 25250
0.025242, 1.136341, 25300
0.025293, 1.155585, 25360
0.025344, 1.169057, 25400
0.025395, 1.178107, 25450
0.025446, 1.185226, 25500
0.025498, 1.188497, 25550
0.025549, 1.186569, 25620
0.025600, 1.179311, 25660
0.025651, 1.166754, 25710
0.025702, 1.147899, 25760
0.025754, 1.125566, 25820
0.025805, 1.107167, 25870
0.025856, 1.094311, 25920
0.025907, 1.082812, 25960
0.025958, 1.078253, 26020
0.026010, 1.078733, 26070
0.026061, 1.081992, 26120
0.026112, 1.089274, 26170
0.026163, 1.102619, 26230
0.026214, 1.121475, 26270
0.026266, 1.141959, 26340
0.026317, 1.160726, 26380
0.026368, 1.174876, 26430
0.026419, 1.184606, 26470
0.026470, 1.18593, 26530
0.026522, 1.185684, 26590
0.026573, 1.180928, 26630
0.026624, 1.171657, 26680
0.026675, 1.15656, 26730
0.026726, 1.138665, 26780
0.026778, 1.118685, 26850
0.026829, 1.098589, 26880
0.026880, 1.082239, 26930
0.026931, 1.078744, 26990
0.026982, 1.076019, 27040
0.027034, 1.078027, 27100
0.027085, 1.089324, 27140
0.027136, 1.100235, 27190
0.027187, 1.11548, 27240
0.027238, 1.128512, 27290
0.027290, 1.149532, 27360
0.027341, 1.168153, 27400
0.027392, 1.182524, 27450
0.027443, 1.191172, 27500
0.027494, 1.193917, 27550
0.027546, 1.185248, 27620
